Muzyka;Disco Polo i Biesiada;trudne;Jak nazywał się historyczny, nieistniejący już klub w Chicago, w którym w latach 90. tłumnie gromadziła się polonia na koncertach disco polo?;Cisza Leśna;Klub Wesoła;Polonia Club;Milano Club
Muzyka;Disco Polo i Biesiada;trudne;Jaki tytuł nosiła pierwsza w historii kaseta zespołu Bayer Full, wydana oficjalnie w 1992 roku?;Blondyneczka;Majteczki w kropeczki;Wszyscy Polacy;Moja muzyka
Muzyka;Disco Polo i Biesiada;trudne;Kto jest liderem i wokalistą zespołu Akcent, często nazywanym "królem disco polo"?;Zenon Martyniuk;Marcin Miller;Sławomir Świerzyński;Tomasz Niecik
Muzyka;Disco Polo i Biesiada;trudne;Kto jest prawdziwym liderem, założycielem i wokalistą słynnego w Polsce zespołu Weekend, wykonującego hit "Ona tańczy dla mnie"?;Radosław Liszewski;Marcin Miller;Sławomir Świerzyński;Zenon Martyniuk
Muzyka;Disco Polo i Biesiada;trudne;Z jakiego miasta pochodzi kultowy zespół disco polo Boys?;Z Torunia;Z Białegostoku;Z Rzeszowa;Z Częstochowy
Muzyka;Disco Polo i Biesiada;trudne;Z jakiego polskiego miasta (na Podlasiu) wywodzi się bardzo duża część zespołów disco polo, uważanego za stolicę tego gatunku?;Z Białegostoku;Z Suwałk;Z Łomży;Z Bielska Podlaskiego
Muzyka;Disco Polo i Biesiada;łatwe;Jak potocznie określa się rodzimy nurt polskiej muzyki tanecznej, popularny na weselach?;Disco polo;Polo pop;Biesiada polska;Dance music
Muzyka;Disco Polo i Biesiada;łatwe;Jaki zespół nagrał w latach 90. wielki hit "Jesteś szalona"?;Boys;Akcent;Weekend;Milano
Muzyka;Disco Polo i Biesiada;łatwe;Jaki znany zespół pod wodzą Marcina Millera wykonuje słynny szlagier 'Jesteś szalona'?;Boys;Classic;Akcent;Top One
Muzyka;Disco Polo i Biesiada;łatwe;Która grupa muzyczna odpowiedzialna jest za wielki hit dyskotek 'Ona tańczy dla mnie'?;Weekend;Boys;Milano;Bayer Full
Muzyka;Disco Polo i Biesiada;łatwe;Z jakiej znanej, tradycyjnej pieśni biesiadnej pochodzą słowa: 'kto w styczniu urodzony jest...'?;Pije Kuba do Jakuba;Szła dzieweczka do laseczka;Hej sokoły;Góralu czy ci nie żal
Muzyka;Festiwal w Opolu i Sopocie;trudne;Jaką statuetkę tradycyjnie otrzymuje zwycięzca festiwalu muzycznego w Sopocie?;Bursztynowy Słowik;Złota Karolinka;Złoty Mikrofon;Bursztynowa Róża
Muzyka;Festiwal w Opolu i Sopocie;trudne;Kto w 1967 r. zszokował publiczność w Opolu, niszcząc nagłośnienie podczas ekspresyjnego występu z akompaniamentem zespołu?;Czesław Niemen;Krzysztof Klenczon;Stanisław Guzek;Michaj Burano
Muzyka;Festiwal w Opolu i Sopocie;trudne;Która wybitna, polska piosenkarka znana jest z brawurowego i stałego wykonania utworu "Dziwny jest ten świat" wspólnie z Niemenem lub jako hołd dla niego?;Stanisław Celińska;Maryla Rodowicz;Grażyna Łobaszewska;Edyta Górniak
Muzyka;Festiwal w Opolu i Sopocie;trudne;W jakiej legendarnie pięknej i leśnej przestrzeni koncertowej odbywa się do dziś Sopot Festival?;W Operze Leśnej;W Ergo Arenie;W Amfiteatrze Tysiąclecia;W Hali Olivia
Muzyka;Festiwal w Opolu i Sopocie;trudne;W którym roku historycznie i ostatecznie oddano do użytku odnowiony i powiększony Amfiteatr Tysiąclecia w Opolu?;W 2011 roku;W 1998 roku;W 2005 roku;W 1989 roku
Muzyka;Festiwal w Opolu i Sopocie;trudne;W którym roku odbył się po raz pierwszy Krajowy Festiwal Piosenki Polskiej w Opolu?;W 1963 roku;W 1960 roku;W 1965 roku;W 1970 roku
Muzyka;Festiwal w Opolu i Sopocie;łatwe;Jakie cenne wyróżnienie często zdobywają główni zwycięzcy festiwalu w Sopocie?;Bursztynowego Słowika;Złotą Lirę;Srebrnego Dzwonu;Złotą Płytę
Muzyka;Festiwal w Opolu i Sopocie;łatwe;Kto wyśpiewał mroczny, poruszający utwór 'Dziwny jest ten świat', który wstrząsnął Opolem?;Czesław Niemen;Marek Grechuta;Stan Borys;Krzysztof Krawczyk
Muzyka;Festiwal w Opolu i Sopocie;łatwe;Która prestiżowa nagroda jest głównym trofeum na opolskim koncercie debiutów i premier?;Karolinka;Bursztynowy Słowik;Złoty Mikrofon;Statuetka Fryderyka
Muzyka;Festiwal w Opolu i Sopocie;łatwe;W jakim kultowym obiekcie tradycyjnie odbywa się Krajowy Festiwal Piosenki Polskiej w Opolu?;W Amfiteatrze Tysiąclecia;W Hali Stulecia;W Spodku;Na Stadionie Narodowym
Muzyka;Festiwal w Opolu i Sopocie;łatwe;W jakim obiekcie tradycyjnie od 1963 roku odbywa się Krajowy Festiwal Piosenki Polskiej?;W Amfiteatrze Tysiąclecia w Opolu;W Operze Leśnej;Na Stadionie Narodowym;W Spodku
Muzyka;Festiwal w Opolu i Sopocie;łatwe;W jakim specyficznym miejscu w Sopocie mieści się duża, otwarta scena letnich festiwali?;W Operze Leśnej;W Amfiteatrze Kadzielnia;W Hali Stulecia;Na Sopockim Molo
