Tradycje i Religie;Biblia;trudne;Ile ksiąg wchodzi w skład katolickiego kanonu Starego Testamentu?;46;39;27;73
Tradycje i Religie;Biblia;trudne;Jak brzmi hebrajskie imię proroka, który według tradycji chrześcijańskiej i żydowskiej został wzięty do nieba na ognistym wozie?;Eliasz;Elizeusz;Ezechiel;Jeremiasz
Tradycje i Religie;Biblia;trudne;Jak miał na imię ojciec Jana Chrzciciela, który według Ewangelii św. Łukasza oniemiał po objawieniu anioła w świątyni?;Zachariasz;Joachim;Symeon;Kajfasz
Tradycje i Religie;Biblia;trudne;Jak miał na imię pierwszy arcykapłan starożytnego Izraela, brat Mojżesza, który według Księgi Wyjścia sporządził złotego cielca podczas pobytu ludu u stóp góry Synaj?;Aaron;Lewi;Eleazar;Jozue
Tradycje i Religie;Biblia;trudne;Jak miał na imię pierwszy król starożytnego Izraela, namaszczony z woli Boga przez proroka Samuela?;Saul;Dawid;Salomon;Roboam
Tradycje i Religie;Biblia;trudne;Jak w Biblii nazywa się miasto, na które Bóg zesłał ogień i siarkę za grzechy jego mieszkańców, a które jako jedyne wspomniane jest razem z Gomorą?;Sodoma;Jerycho;Babilon;Niniwa
Tradycje i Religie;Biblia;trudne;Która starotestamentowa postać, żona króla Achaba, stała się symbolem bezwzględności i bałwochwalstwa?;Jezabel;Dalila;Estera;Rachela
Tradycje i Religie;Biblia;łatwe;Jak miał na imię ojciec całego rodu ludzkiego i absolutnie pierwszy człowiek stworzony z prochu ziemi?;Adam;Kain;Abel;Set
Tradycje i Religie;Biblia;łatwe;Jaki patriarcha wyprowadził Izraelitów z niewoli i otrzymał od Boga dziesięć przykazań na górze Synaj?;Mojżesz;Izaak;Józef;Jakub
Tradycje i Religie;Biblia;łatwe;Kto według Biblii zbudował ogromną arkę, by ocalić swoją rodzinę i zwierzęta przed niszczycielskim potopem?;Noe;Mojżesz;Abraham;Dawid
Tradycje i Religie;Biblia;łatwe;Kto za trzydzieści srebrników wskazał i podstępnie zdradził wrogom Jezusa pocałunkiem w Ogrójcu?;Judasz Iskariota;Piotr Apostoł;Poncjusz Piłat;Kajfasz
Tradycje i Religie;Biblia;łatwe;Kto, według Księgi Rodzaju, został poinstruowany przez Boga i wybudował gigantyczną arkę na czas potopu?;Noe;Mojżesz;Abraham;Hiob
Tradycje i Religie;Biblia;łatwe;Który niepozorny, biblijny pasterz powalił potężnego, uzbrojonego wojownika Goliata za pomocą procy?;Dawid;Samson;Gedeon;Jozue
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;trudne;Jak nazywał się bóg mądrości i pisma, przedstawiany najczęściej jako człowiek z głową ibisa?;Thot;Ptah;Sobek;Chnum
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;trudne;Jak nazywała się pierwotna, personifikowana koncepcja ładu, prawdy i sprawiedliwości, której symbolem było strusie pióro?;Maat;Mut;Nut;Neftyda
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;trudne;Jak nazywało się egipskie pojęcie kosmicznego ładu, sprawiedliwości i prawdy, personifikowane przez boginię z piórem strusim na głowie, ważonym na szali podczas sądu nad duszą?;Ma'at;Nefertari;Neftyda;Mut
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;trudne;Jaka bogini nieba, w słynnym micie o Ozyrysie, była jego żoną i poskładała jego poćwiartowane ciało?;Izyda;Neftyda;Hathor;Bastet
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;trudne;Kto był najważniejszym bogiem słońca w panteonie egipskim, często przedstawianym z dyskiem słonecznym na głowie?;Ra;Set;Thot;Ptah
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;trudne;Która bogini o głowie lwicy (lub kotki) była uosobieniem niszczycielskiej siły słońca i gniewu bogów?;Sachmet;Bastet;Tefnut;Maat
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;trudne;Który starożytny egipski bóg, czczony w Hermopolis, był patronem wiedzy, pisma i magii, a wyobrażano go z głową ibisa lub pawiana?;Thoth;Ptah;Khnum;Sobek
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;łatwe;Jak zwała się kocia bogini, dbająca w państwie i domostwach o ognisko domowe, plony, taniec oraz ogólną radość?;Bastet;Izyda;Hathor;Neftyda
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;łatwe;Jaki absolutny władca, noszący chłodną w nazwie koronę po obu stronach rzeki uchodził na co dzień za wcielenie boga na Ziemi?;Faraon;Wezyr;Prorok;Kapłan Wód
Tradycje i Religie;Bogowie Starożytnego Egiptu i Mezopotamii;łatwe;Jaki bóg posiadał tajemniczą głowę szakala i nadzorował mroczne oraz złożone procesy balsamowania ciał i mumifikacji?;Anubis;Tot;Horus;Amon
