Historia;Polska Piastowska;trudne;Jak miał na imię czeski biskup, który w 997 roku wyruszył z misją chrystianizacyjną do Prus i zginął śmiercią męczeńską?;Wojciech;Stanisław;Radzym Gaudenty;Bogumił
Historia;Polska Piastowska;trudne;Jak nazywał się czeski biskup, który zginął podczas misji u Prusów w 997 roku?;Wojciech;Stanisław;Radzym;Gaudenty
Historia;Polska Piastowska;trudne;Jaki dokument z ok. 991 roku oddawał państwo polskie pod opiekę papieża?;Dagome iudex;Bulla gnieźnieńska;Statut Wiślicki;Przywilej koszycki
Historia;Polska Piastowska;trudne;Jaki starołaciński dokument z około 991 roku formalnie oddawał państwo Mieszka I pod osobistą opiekę Stolicy Apostolskiej?;Dagome iudex;Bulla gnieźnieńska;Kronika Galla Anonima;Przywilej koszycki
Historia;Polska Piastowska;trudne;Kto był pierwszym koronowanym królem Polski z dynastii Piastów?;Bolesław Chrobry;Mieszko I;Kazimierz Wielki;Władysław Łokietek
Historia;Polska Piastowska;trudne;W którym roku odbył się zjazd gnieźnieński, podczas którego cesarz Otton III spotkał się z Bolesławem Chrobrym?;1000 r.;966 r.;1025 r.;997 r.
Historia;Polska Piastowska;trudne;Z jakiego potężnego czeskiego rodu wywodziła się księżniczka Dobrawa, będąca żoną pierwszego historycznego władcy Polski, Mieszka I?;Przemyślidów;Sławnikowiców;Wrszowców;Arpadów
Historia;Polska Piastowska;trudne;Z jakiego rodu wywodziła się Dobrawa, żona Mieszka I?;Przemyślidów;Sławnikowiców;Arpadów;Welfów
Historia;Polska Piastowska;łatwe;Gdzie znajdowała się pierwsza, historyczna stolica państwa Polan?;W Gnieźnie;W Krakowie;W Poznaniu;W Warszawie
Historia;Polska Piastowska;łatwe;Jaka rzeka jest historycznie uznawana za najbardziej prawdopodobne miejsce chrztu Mieszka I?;Warta;Wisła;Odra;Bug
Historia;Polska Piastowska;łatwe;Kto był pierwszym historycznym władcą Polski z dynastii Piastów?;Mieszko I;Bolesław Chrobry;Kazimierz Odnowiciel;Łokietek
Historia;Polska Piastowska;łatwe;Który polski książę podjął brzemienną w skutkach decyzję o sprowadzeniu Krzyżaków?;Konrad Mazowiecki;Bolesław Krzywousty;Władysław Łokietek;Mieszko Stary
Historia;Polska Piastowska;łatwe;W którym roku odbył się chrzest Polski?;966;1000;1410;960
Historia;Polska Piastowska;łatwe;W którym roku odbył się symboliczny chrzest Polski?;966;1000;997;1025
Historia;Polska Piastowska;łatwe;Z jakiego kraju pochodziła księżniczka Dobrawa, żona Mieszka I?;Z Czech;Z Rusi Kijowskiej;Z Węgier;Ze Świętego Cesarstwa
Historia;Polska Piastowska;łatwe;Z jakiego zachodniosłowiańskiego plemienia wywodziła się dynastia Piastów?;Z Polan;Z Wiślan;Z Mazowszan;Ze Ślężan
Historia;Historia Sportu;trudne;Jak nazywał się rzymski cesarz, który w 393 r. n.e. ostatecznie zakazał organizowania starożytnych igrzysk olimpijskich ze względów religijnych?;Teodozjusz I Wielki;Neron;Kaligula;Marek Aureliusz
Historia;Historia Sportu;trudne;Kto był głównym pomysłodawcą, wskrzesicielem nowożytnych igrzysk olimpijskich oraz założycielem Międzynarodowego Komitetu Olimpijskiego?;Pierre de Coubertin;Avery Brundage;Juan Antonio Samaranch;Henri de Baillet-Latour
Historia;Historia Sportu;trudne;Kto był wskrzesicielem nowożytnych igrzysk olimpijskich w 1896 roku?;Pierre de Coubertin;Avery Brundage;Juan Antonio Samaranch;Henri de Baillet-Latour
Historia;Historia Sportu;trudne;Który cesarz rzymski zakazał igrzysk olimpijskich w 393 roku n.e.?;Teodozjusz I;Neron;Konstantyn Wielki;Justynian
Historia;Historia Sportu;trudne;Który zawodnik zdobył złoty medal w biegu na 100 metrów podczas Igrzysk Olimpijskich w Berlinie w 1936 roku?;Jesse Owens;Luz Long;Ralph Metcalfe;Mack Robinson
Historia;Historia Sportu;trudne;W jakiej dyscyplinie Halina Konopacka zdobyła pierwszy złoty medal olimpijski dla Polski?;Rzut dyskiem;Bieg na 100m;Skok wzwyż;Pchnięcie kulą
Historia;Historia Sportu;trudne;W jakiej lekkoatletycznej dyscyplinie sportu Halina Konopacka zdobyła w 1928 r. pierwszy w historii złoty medal olimpijski dla Polski?;W rzucie dyskiem;W biegu na 100 metrów;W skoku w dal;W pchnięciu kulą
Historia;Historia Sportu;trudne;W którym roku odbyły się pierwsze nowożytne letnie igrzyska olimpijskie w Atenach?;1896;1900;1912;1888
Historia;Historia Sportu;łatwe;Jak nazywa się legendarny polski biegacz, złoty medalista z Los Angeles (1932), zamordowany w Palmirach?;Janusz Kusociński;Stanisław Marusarz;Bronisław Czech;Halina Konopacka
Historia;Historia Sportu;łatwe;Jaka wszechstronna dyscyplina sportowa była punktem kulminacyjnym antycznych igrzysk?;Pięciobój;Piłka nożna;Szermierka;Podnoszenie ciężarów
Historia;Historia Sportu;łatwe;Kto zdobył pierwszy w historii złoty medal olimpijski dla reprezentacji Polski?;Halina Konopacka;Janusz Kusociński;Stanisława Walasiewicz;Irena Szewińska
Historia;Historia Sportu;łatwe;Który polski zawodnik został królem strzelców na Mistrzostwach Świata w 1974 roku?;Grzegorz Lato;Zbigniew Boniek;Robert Lewandowski;Włodzimierz Lubański
Historia;Historia Sportu;łatwe;W jakim mieście odbyły się pierwsze nowożytne Igrzyska Olimpijskie w 1896 r.?;W Atenach;W Paryżu;W Londynie;W Rzymie
Historia;Historia Sportu;łatwe;W jakim starożytnym kraju narodziły się Igrzyska Olimpijskie?;Grecja;Rzym;Egipt;Persja
Historia;Historia Sportu;łatwe;W jakim starożytnym państwie narodziły się igrzyska olimpijskie?;W Grecji;W Rzymie;W Egipcie;W Persji
Historia;Historia Sportu;łatwe;W którym roku odbyły się letnie Igrzyska w Monachium, podczas których doszło do zamachu?;1972 r.;1968 r.;1976 r.;1980 r.
Historia;Historia USA;trudne;Jaka bitwa z 1863 roku uznawana jest za punkt zwrotny wojny secesyjnej?;Pod Gettysburgiem;Pod Antietam;Nad Bull Run;Pod Shiloh
Historia;Historia USA;trudne;Jaka zacięta bitwa z lipca 1863 roku uznawana jest powszechnie za największy i przełomowy punkt zwrotny w wojnie secesyjnej w USA?;Bitwa pod Gettysburgiem;Bitwa nad Antietam;Bitwa pod Bull Run;Bitwa o Appomattox
Historia;Historia USA;trudne;Kto był prezydentem Stanów Zjednoczonych Ameryki w momencie dramatycznego wybuchu wielkiego krachu na giełdzie w 1929 roku?;Herbert Hoover;Franklin D. Roosevelt;Woodrow Wilson;Calvin Coolidge
Historia;Historia USA;trudne;Kto był prezydentem USA w momencie wybuchu Wielkiego Kryzysu w 1929 roku?;Herbert Hoover;Franklin D. Roosevelt;Woodrow Wilson;Calvin Coolidge
Historia;Historia USA;trudne;Który z prezydentów USA jako pierwszy zginął z ręki zamachowca, podczas przedstawienia w teatrze w 1865 roku?;Abraham Lincoln;James Garfield;William McKinley;John F. Kennedy
Historia;Historia USA;trudne;W którym roku jedenaście południowych stanów USA uformowało Skonfederowane Stany Ameryki, doprowadzając do zbrojnego wybuchu wojny domowej?;1861;1859;1865;1863
Historia;Historia USA;trudne;W którym roku podpisano Deklarację Niepodległości Stanów Zjednoczonych?;1776;1783;1789;1765
Historia;Historia USA;trudne;W którym roku wybuchła wojna secesyjna w Stanach Zjednoczonych?;1861;1865;1848;1855
Historia;Historia USA;łatwe;Ile pięcioramiennych gwiazdek znajduje się na obecnej fladze USA?;50;13;51;48
Historia;Historia USA;łatwe;Jak nazywała się krwawa wojna domowa toczona w USA w latach 1861-1865?;Wojna secesyjna;Wojna o niepodległość;Wojna brytyjsko-amerykańska;Wojna meksykańska
Historia;Historia USA;łatwe;Kiedy Ojcowie Założyciele uchwalili słynną Deklarację Niepodległości USA?;4 lipca 1776 r.;14 lipca 1789 r.;11 listopada 1918 r.;3 maja 1791 r.
Historia;Historia USA;łatwe;Kto był pierwszym prezydentem Stanów Zjednoczonych?;George Washington;Abraham Lincoln;Thomas Jefferson;John Adams
