Przyroda i Biologia;Anatomia i Fizjologia Człowieka;trudne;Jak nazywa się najmniejsza kość w ciele człowieka, znajdująca się w uchu środkowym?;Strzemiączko;Młoteczek;Kowadełko;Kość gnykowa
Przyroda i Biologia;Anatomia i Fizjologia Człowieka;trudne;Jak nazywa się najmniejsza kość w uchu środkowym?;Strzemiączko;Młoteczek;Kowadełko;Kość gnykowa
Przyroda i Biologia;Anatomia i Fizjologia Człowieka;trudne;Jak nazywa się największy gruczoł w organizmie człowieka, odpowiedzialny m.in. za detoksykację?;Wątroba;Trzustka;Śledziona;Tarczyca
Przyroda i Biologia;Anatomia i Fizjologia Człowieka;trudne;Jak nazywa się największy gruczoł w organizmie?;Wątroba;Trzustka;Śledziona;Tarczyca
Przyroda i Biologia;Anatomia i Fizjologia Człowieka;trudne;Która kość w ciele człowieka jest najdłuższa?;Udowa;Ramienna;Piszczelowa;Kręgosłup
Przyroda i Biologia;Anatomia i Fizjologia Człowieka;trudne;Która kość w ludzkim ciele jest najdłuższa i najmocniejsza?;Udowa;Ramienna;Piszczelowa;Kręgosłup
Przyroda i Biologia;Anatomia i Fizjologia Człowieka;łatwe;Ile litrów krwi ma dorosły człowiek?;Ok. 5-6;Ok. 10;Ok. 2;Ok. 15
Przyroda i Biologia;Anatomia i Fizjologia Człowieka;łatwe;Ile litrów krwi posiada zazwyczaj dorosły człowiek?;Ok. 5-6 litrów;Ok. 10-12 litrów;Ok. 2 litry;Ok. 15 litrów
Przyroda i Biologia;Anatomia i Fizjologia Człowieka;łatwe;Który narząd w ciele człowieka odpowiada za pompowanie krwi do wszystkich tkanek?;Serce;Płuca;Wątroba;Mózg
Przyroda i Biologia;Anatomia i Fizjologia Człowieka;łatwe;Który organ pompuje krew?;Serce;Płuca;Wątroba;Mózg
Przyroda i Biologia;Biochemia i Genetyka;trudne;Jak nazywa się proces rozkładu glukozy bez udziału tlenu?;Glikoliza beztlenowa;Cykl Krebsa;Łańcuch oddechowy;Fosforylacja
Przyroda i Biologia;Biochemia i Genetyka;trudne;Jak nazywa się uniwersalny nośnik energii chemicznej w komórce?;ATP (Adenozynotrifosforan);DNA;RNA;NADP
Przyroda i Biologia;Biochemia i Genetyka;trudne;Jak nazywa się uniwersalny nośnik energii w komórce?;ATP;DNA;RNA;NADP
Przyroda i Biologia;Biochemia i Genetyka;trudne;Jak nazywają się białka przyspieszające reakcje chemiczne?;Enzymy;Hormony;Przeciwciała;Witaminy
