Sport;Boks i MMA (KSW);trudne;Jak nazywał się legendarny trener "papcio", twórca polskiej szkoły boksu, który poprowadził naszych pięściarzy do worka medali na IO w Tokio (1964)?;Feliks Stamm;Andrzej Gmitruk;Czesław Ptak;Roger Bloodworth
Sport;Boks i MMA (KSW);trudne;Jaki potężny polski zawodnik MMA i legenda federacji KSW posiada słynny pseudonim "Pudzian"?;Mariusz Pudzianowski;Mamed Khalidov;Michał Materla;Borys Mańkowski
Sport;Boks i MMA (KSW);trudne;Kto był pierwszym w historii polskim mistrzem świata w boksie zawodowym, zdobywając pas WBO w 1997 roku?;Dariusz Michalczewski;Andrzej Gołota;Tomasz Adamek;Krzysztof Włodarczyk
Sport;Boks i MMA (KSW);trudne;Kto jako pierwszy polski zawodnik wywalczył pas mistrzowski potężnej amerykańskiej federacji UFC (w kategorii słomkowej w 2015 roku)?;Joanna Jędrzejczyk;Jan Błachowicz;Karolina Kowalkiewicz;Mateusz Gamrot
Sport;Boks i MMA (KSW);trudne;W jakiej wadze (kategorii wagowej) Jan Błachowicz zdobył w 2020 roku pas mistrza UFC, pokonując Dominicka Reyesa?;Półciężkiej;Ciężkiej;Średniej;Półśredniej
Sport;Boks i MMA (KSW);trudne;W którym roku odbyła się pierwsza gala KSW (Konfrontacja Sztuk Walki) w Polsce, zapoczątkowując erę profesjonalnego MMA w kraju?;2004;2002;2006;2008
Sport;Boks i MMA (KSW);łatwe;Jak nazywa się klasyczne, bardzo często spotykane zapaśnicze duszenie, popularne w oktagonie MMA?;Duszenie zza pleców;Rzut przez ramię;Dźwignia na kolano;Prawy sierpowy
Sport;Boks i MMA (KSW);łatwe;Jakie duże, polskie miasto uznawane jest za siedzibę i miejsce startu największej federacji KSW?;Warszawa;Londyn;Berlin;Paryż
Sport;Boks i MMA (KSW);łatwe;Kto na stałe przeszedł do historii ringu jako niepokonany, amerykański bokser (bilans 50-0)?;Floyd Mayweather Jr.;Muhammad Ali;Mike Tyson;Rocky Marciano
Sport;Boks i MMA (KSW);łatwe;Który znany, bardzo silny zawodnik, były polski strongman, stał się główną gwiazdą napędową KSW?;Mariusz Pudzianowski;Mamed Chalidow;Borys Mańkowski;Michał Materla
Sport;Boks i MMA (KSW);łatwe;W jakim sporcie walki zawodnicy rywalizują w charakterystycznej klatce zamiast klasycznego ringu?;W MMA;W boksie;W judo;W zapasach
Sport;Boks i MMA (KSW);łatwe;Z jakim amerykańskim bokserem Andrzej Gołota przegrał przez faule w 1996 roku?;Riddick Bowe;Mike Tyson;Lennox Lewis;Evander Holyfield
Sport;Formuła 1 i Robert Kubica;trudne;Jaką nazwę nosił prestiżowy wyścig w Makau (Macau Grand Prix), w którym Kubica zajął 2. miejsce w 2005 roku, otwierając sobie drzwi do F1?;Grand Prix Formuły 3;Masters of Formula 3;Formula Renault 3.5;GP2 Series
Sport;Formuła 1 i Robert Kubica;trudne;Na jakim konkretnie torze wyścigowym Robert Kubica odniósł w 2008 roku swoje jedyne zwycięstwo w F1?;W Montrealu (Kanada);Na Monzy (Włochy);W Monako;W Spa (Belgia)
Sport;Formuła 1 i Robert Kubica;trudne;Podczas którego Grand Prix w 2008 roku Robert Kubica odniósł swoje jedyne i historyczne zwycięstwo w Formule 1?;Grand Prix Kanady;Grand Prix Niemiec;Grand Prix Australii;Grand Prix Japonii
Sport;Formuła 1 i Robert Kubica;trudne;W barwach jakiego zespołu Robert Kubica odniósł swoje historyczne zwycięstwo w Grand Prix w 2008 roku?;BMW Sauber;Renault;Williams;Lotus
Sport;Formuła 1 i Robert Kubica;trudne;W którym roku Robert Kubica powrócił do ścigania w F1 jako kierowca etatowy zespołu Williams, osiem lat po swoim tragicznym wypadku?;W 2019 roku;W 2017 roku;W 2018 roku;W 2021 roku
Sport;Formuła 1 i Robert Kubica;trudne;Z jaką znaną włoską marką Robert Kubica był związany w serii wyścigowej DTM oraz jako kierowca testowy w F1?;Alfa Romeo;Ferrari;Lamborghini;Maserati
