Matura Geografia;Astronomia i Kartografia;bardzo trudne;Jak nazywa się metoda graficzna przedstawiająca natężenie zjawiska w granicach jednostek terytorialnych za pomocą barw?;Kartogram;Kartodiagram;Izolinia;Metoda kropkowa
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Jak zinterpretować wąską podstawę piramidy wieku?;Niska liczba urodzeń i starzenie się społeczeństwa;Wysoka śmiertelność niemowląt;Duża liczba imigrantów;Wojna w kraju
Matura Geografia;Astronomia i Kartografia;trudne;Co pokazuje wskaźnik Giniego?;Stopień nierówności w dochodach społeczeństwa;Liczbę urodzeń w miastach;Poziom zanieczyszczenia powietrza;Wydajność rolnictwa
Matura Geografia;Astronomia i Kartografia;trudne;Jeśli wskaźnik PKB na mieszkańca rośnie, ale wskaźnik HDI spada, co to może oznaczać?;Pogorszenie jakości życia, np. edukacji lub służby zdrowia;Gwałtowny rozwój przemysłu;Spadek liczby ludności;Wzrost eksportu surowców
Matura Geografia;Astronomia i Kartografia;łatwe;Jak nazywa się wykres przedstawiający strukturę ludności według płci i wieku?;Piramida wieku;Wykres kołowy;Histogram;Kartodiagram
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Czym jest profil morfologiczny?;Wykresem przedstawiającym linię przecięcia powierzchni terenu płaszczyzną pionową;Widokiem góry z lotu ptaka;Mapą pogody;Tabelą wysokości
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Jak obliczyć nachylenie stoku w stopniach?;Używając funkcji trygonometrycznych (tangens nachylenia = różnica wysokości / odległość);Dodając wysokość szczytu do długości rzeki;Mierząc temperaturę na szczycie;Mnożąc azymut przez skalę
Matura Geografia;Astronomia i Kartografia;trudne;Jak na mapie poziomicowej rozpoznać dolinę rzeczną?;Poziomice wyginają się w kształt litery V skierowanej "pod górę";Poziomice są prostymi liniami;Poziomice tworzą koła;Brak poziomic
Matura Geografia;Astronomia i Kartografia;trudne;Jak nazywa się forma terenu, gdy poziomice tworzą zamknięte pętle z wartościami rosnącymi do środka?;Góra (wzniesienie);Kotlina;Dolina;Grzbiet
Matura Geografia;Astronomia i Kartografia;łatwe;Co oznacza "cięcie poziomicowe"?;Różnicę wysokości między dwiema sąsiednimi poziomicami na mapie;Długość kreski na mapie;Grubość papieru mapy;Liczbę gór na obszarze
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Ile wynosi nachylenie osi ziemskiej do płaszczyzny ekliptyki?;66°33';23°26';90°;0°
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Ile wynosi nachylenie płaszczyzny równika ziemskiego do płaszczyzny ekliptyki?;23°26';66°33';90°;45°
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Ile wynosi prędkość liniowa obrotu Ziemi na równiku (w przybliżeniu)?;1670 km/h;1000 km/h;465 km/h;30 km/s
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Ile wynosi różnica czasu słonecznego między punktami oddalonymi o 1 stopień długości geograficznej?;4 minuty;15 minut;1 godzina;1 minuta
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Jak nazywa się czas mierzony na podstawie momentu górowania Słońca nad południkiem zerowym (południkiem Greenwich)?;Czas uniwersalny (UTC);Czas strefowy;Czas urzędowy;Czas słoneczny miejscowy
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Jak nazywa się siła bezwładności powodująca odchylenie kierunku ruchu ciał poruszających się na Ziemi (np. pasatów) w prawo na półkuli północnej?;Siła Coriolisa;Siła odśrodkowa;Siła Lorentza;Siła grawitacji
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Jak nazywa się zjawisko polegające na wahaniu osi obrotu Ziemi, trwające ok. 26 tysięcy lat?;Precesja;Nutacja;Ekscentryczność;Apsydia
Matura Geografia;Astronomia i Kartografia;bardzo trudne;Jak nazywa się zjawisko pozornego ruchu słońca po sferze niebieskiej, wynikające z nachylenia osi i ruchu obiegowego?;Analerma;Precesja;Nutacja;Paralaksa
